Job_Role,Company,Location,Job Experience,Skills/Description
Data Scientist,NSE.IT Ltd,Mumbai,5-10,"CNN, deep AI, Python, keras, tensorflow, machine learning, LSTM, NLP"
Principal Data Scientist,NSE.IT Ltd,"Mumbai, Pune",5-7,"IT Skills, Python, Testing, Cloud, Big Data, AWS, Tableau, Computer vision"
Data Scientist/Machine Learning Specialist,CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,5-9,"machine learning, Python, tensorflow, Artificial Intelligence, Natural Language Processing, Neural Networks"
Data Scientist - Python/Machine Learning,Corner Tree Consulting,"Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",10-14,"Python, R, Statistical Analysis, Data Analytics, CICD, Net Core, Machine learning, DevOps"
Lead Data Scientist - Deep Learning/machine Learning,Confidential,Bangalore/Bengaluru,4-9,"data management, Cluster analysis, PyTorch, Mining, analytical, R, Theano, Logistic Regression"
Data Scientist,Hucon Solutions,"Pune, Bangalore/Bengaluru",4-9,"machine learning, predictive modelling, IT Skills, Bayesian, Decision Trees, Clustering, Statistics, Random Forest"
Data Scientist,Uniqon Consulting Private Limited,Hyderabad/Secunderabad,8-13,"data science, statistical modeling, problem solving, IT Skills, Strategic Thinking"
Data Scientist,Orbit Techsol (W) Pvt Ltd,Delhi / NCR,4-9,"Spark, Apache Kafka, Hive, Python, Pig, Impala, Scala, data analysis"
Data Scientist | Product based MNC | Pune/ Kolkata,Abzooba India Infotech Private Limited,"Kolkata, Pune",3-8,"deep learning, python, machine learning, written communication, verbal, Pyspark, IT Skills, time series analysis"
Data Scientist,Teqforce Solutions Pvt Ltd,Pune,4-9,"nlp, pyspark, machine learning, IT Skills, Data Science, Cloud, AWS, Azure"
Data Scientist,Darshan Soft-Tech Pvt. Ltd,"Hyderabad/Secunderabad, Vadodara",4-6,"data science, IT Skills, Machine Learning, Quantitative Analysis, data analysis, data mining, predictive modeling, statistical modeling"
Data Scientist | Petpooja (SAAS) | Ahmedabad,PRAYOSHA FOOD SERVICES PRIVATE LIMITED,Ahmedabad,1-5,"Deep Learning, data analysis, Machine Learning, artificial intelligence, data science, Computer Vision, MongoDB, MySQL"
Data Scientist,S P A Enterprise Info Services (India) Private Lim,Remote,4-8,"python, R Program, Data Visualization, data analysis, analytical, R, RDBMS, data mining"
Data Scientist,Teqforce Solutions Pvt Ltd,Remote,4-9,"Machine Learning, IT Skills, Data Science, Cloud, AWS, Azure, NLP, PySpark"
Data Scientist,Virtue Analytics,Lucknow,3-5,"data analytics, Data Science, R, Data Scientist, predictive modeling, Data Management, Data Modeling, Machine Learning"
Virtue Analytics - Data Scientist,Virtue Analytics,Lucknow,3-5,"Data Scientist, data management, modeling, data analytics, Project Management, problem-solving, communication skills"
Data Scientist,Virtue Analytics,Lucknow,3-5,"data analytics, Data Science, Data Management, Data Modeling, Machine Learning, Analytics"
Data Scientist,Foxberry Technologies Pvt. Ltd.,Pune,0-1,Data scientist
Data scientists,UNBXD Software Pvt Ltd,"Mumbai, Daman & Diu",3-7,"Product management, Logistic regression, data science, Analytical, Machine learning, Agile, MongoDB, Customer engagement"
Data Scientist,Coditas Technologies Pvt Ltd,Pune,4-8,"IT Skills, Python, Data Science, Cloud, Big Data, AWS, Tableau, Backend"
Data Scientist,Pasona,New Delhi,1-3,"IT Skills, Java, Python, Software Development, Testing, Machine Learning, Javascript, Text mining"
Associate Scientist - Semantic & Data Modeling,AXA Technology Services India Pvt. Ltd,Bangalore/Bengaluru,2-4,"Process optimization, Data management, Data modeling, Project management, Analytical, Build management, Risk management, Release management"
Urgent Opening For Senior Data Scientist Role,Peoplefy Infosolutions Pvt. Ltd.,Pune(Kharadi),6-11,"Data Science, Artificial Intelligence, Machine Learning, Python, IT Skills, Use Cases"
Associate Scientist - Data Engineering,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,2-5,"Automation, Analytical, Machine learning, Assistant Vice President Operations, Warehouse design, SQL development, Data warehousing, Python"
Data Scientist (freelance),2Coms,"Hyderabad/Secunderabad, Hyderabad",3-8,"IT Skills, Java, Python, Machine Learning, Javascript, Data Scientist"
Data Scientist,Green Agrevolution Pvt. Ltd. (DeHaat),"Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,"image processing, python, machine learning, Deep Learning"
AI Scientist - SAP Procurement Data Science Team,SAP India Pvt.Ltd,Bangalore/Bengaluru,2-7,"Python, Procurement, Computer science, Software design, SAP, Coding, Agile, Data mining"
Data Scientist,GENINVO TECHNOLOGIES PRIVATE LIMITED,"Chandigarh, Delhi / NCR",5-10,"python, Natural Language Processing, machine learning, IT Skills, Java, J2EE, Software Development, Testing"
Data Scientist,eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",4-8,"SAS model development, Python, IT Skills, Python skills, SAS model"
Data Scientist,eNFLUENCE IT Services Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai",5-7,"Azure, IT Skills, building DS solutions, Microsoft"
Clinical Data Programming Scientist,Accenture,Bangalore/Bengaluru,5-8,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Project initiation, Clinical trials"
data scientist,Ankit Bhatnagar Consultant,Pune,2-5,"excel, 524, power bi, sql"
Data Scientist,Capgemini,Gurgaon/Gurugram,2-5,"python, C++, r, machine learning, programming, analytical, C, analytics"
Hiring For Data Science /Scientist,Vodafone India Services Pvt.Ltd,"Pune(Viman Nagar), Bangalore/Bengaluru(Marathahalli)",3-8,"deep learning, python, data science, SAS, analytical, R, PySpark, Hive"
Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-9,"SAS, Predictive Modeling, Data Science, NLP, Data Scientist, Statistical Modeling, Data Analytics, Machine Learning"
Data Scientist - Financial Services,TalentCo Search Pvt Ltd,Mumbai,3-6,"MySQL, Power BI, Tableau, Machine Learning, Statistics, Analytics, SQL, Data Science"
Data Scientist - Artificial Intelligence/Machine Learning,Okda Solutions,Hyderabad/Secunderabad,4-8,"NoSQL, SQL Server, LSTM, LDA, Cassandra, Semantic Hashing, MongoDB, HTML Canvas"
Data Scientist,Master Mind Consultancy,Noida,4-9,"Python, Java, C/C++, R, Statistical analysis, Big Data, Data Visualization, Machine Learning"
Data Scientist,Jobs Territory,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",1-3,"data science, Computer science, Machine learning, Natural language processing, Data mining, Business solutions, MATLAB, Analytics"
Data Scientist,Sriiom Human Resource Solutions LLP,Bangalore/Bengaluru,1-3,"Data Services, Automation, Prototype, Analytical, Formulation, Business Process, Operations Research, Consulting"
Data Scientist,Applied Materials,Bangalore/Bengaluru,0-3,"Unix, semiconductor, JMP, analyzing data, statistical analysis, Multivariate Analysis, Statistical Programming, Statistics"
Intern - Data Scientist/Programmer,The millionvisions,Bangalore/Bengaluru,0-1,"Data Structures And Algorithm Design, SQL Database, Python, Tensor flow, Open CV, IT Skills, Springboot Java, Angular JS"
Scientist- Data Engineering,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,3-6,"Automation, data science, Information security, Finance, Machine learning, Open source, Virtualization, SQL"
Data Scientist,Knowledge Foundry,"Pune, Bangalore/Bengaluru",1-3,"Data Science, Machine Learning, Python"
Data Scientist (Organic Growth),KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,2-7,"Predictive Modeling, Hypothesis Testing, SEO, ASO, Philosophy, Python, SQL"
Data Scientist - SQL Queries | Talent500,TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,6-11,"Data Science, SQL"
Data Scientist- python/SQL,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,3-10,"Logistic regression, Basic, Machine learning, SQL, Python"
Associate Scientist- Data Science,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,3-7,"data science, Underwriting, Finance, Machine learning, Agile, Manager Technology, Actuarial, Natural language processing"
DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",6-10,"Computer science, advanced analytics, SDS, data science, Artificial Intelligence, Project management, Machine learning, Management consulting"
Data Science - Senior Data Scientist,Paytm,"Noida, Bangalore/Bengaluru",2-4,"Data Science, Business Intelligence, R, Data Scientist, C + +, Hadoop, Data Mining, Data Visualization"
Senior Data Scientist (IN4),Walmart,Bangalore/Bengaluru,5-9,"IT Skills, Python, Software Development, Testing, Data Science, Machine Learning, Cloud, Product management"
Senior Data Scientist,Walmart,Bangalore/Bengaluru,5-9,"IT Skills, Python, Data Science, Machine Learning, Big Data, Supply chain, Data analysis, Web analytics"
Sr. Data Scientist,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,12-17,"Data analysis, SAP, SAS, Data modeling, RDBMS, Coding, Javascript, Agile"
Sr. Data Scientist,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,10-15,"Procurement, Supply chain, C++, Data analysis, Networking, Data management, Data modeling, MySQL"
Senior Data Scientist,Flipkart,Bangalore/Bengaluru,5-8,"deep learning, Statistical analysis, data science, Machine learning, Product planning, Predictive modeling, Research, Forecasting"
Sr Data Scientist,Uber,Bangalore/Bengaluru,6-12,"Computer science, Interpersonal skills, Project management, Technical Lead, Actuarial, data visualization, Bioinformatics, Analytics"
Senior Data Scientist,Walmart,Bangalore/Bengaluru,9-12,"Unix, Supply chain, Linux, Machine learning, SCALA, Agile, Data mining, Forecasting"
Senior Data Scientist,Ericsson Global Services,Bangalore/Bengaluru,10-12,"Open Source, Algorithms, Data Scientist, Neural Networks, Keras, Solid Programming, Machine Learning, Python"
Senior Data Scientist,Walmart,Bangalore/Bengaluru,5-9,"Procurement, Computer science, Cloud computing, Data analysis, data science, Db2, Coding, Agile"
Senior Data Scientist,Ericsson Global Services,Bangalore/Bengaluru,10-15,"Bidding, Google Analytics, Data management, Social networking, Google AdWords, PHP, HTML, HTTP"
Senior Data Scientist Grade12,Flipkart,Bangalore/Bengaluru,5-8,"data science, E-commerce, Statistics"
Senior Data Scientist I,Delhivery,Bangalore/Bengaluru,3-7,"Operations research, Excel, Machine learning, Vice President, Mathematics, Management, Business intelligence, Operations"
Senior Staff Data Scientist,Swiggy,Bangalore/Bengaluru,2-7,"Product management, Publishing, Simulation, Machine learning, SCALA, Open source, SQL, Python"
Sr. Product Data Scientist,Uber,Bangalore/Bengaluru,2-7,"Microstrategy, Computer science, Mobile technology, Web analytics, Data modeling, Social media, Javascript, Data mining"
Senior - Data Scientist,AT and T Global Business Services India P. Ltd.,Bangalore/Bengaluru,8-10,"Computer science, Mobile technology, Network design, Data modeling, MySQL, Consulting, Machine learning, Data mining"
Sr. Data Scientist,Thomson Reuters,Bangalore/Bengaluru,3-6,"Computer science, Customer acquisition, Business analytics, Analytical, Consulting, Customer retention, Informatica, Operations"
Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,5-6,"IT Skills, Python, Data Science, Machine Learning, Cloud, Big Data, Supply chain, Computer science"
Clinical Data Programming Scientist,Accenture,Chennai,5-8,"EDC, Consulting, Clinical research, Life sciences, Pharmacovigilance, Data validation, Clinical trials, Bioinformatics"
Data Scientist / Sr. Data Engineer,Convergence Infotech Ltd,Bangalore/Bengaluru(Sadashiva Nagar),4-9,"IT Skills, Python, Data Science, Machine Learning, Tensorflow, Scipy, ALGORITHM, SVM"
GAMMA Lead Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",7-12,"Data analysis, Operations research, data science, Data management, Business analytics, Consulting, Management consulting, Business strategy"
Lead Data Scientist,Becton Dickinson India Pvt Ltd,Bangalore/Bengaluru,8-14,"advanced analytics, spark, Machine learning, power bi, Data analytics, data visualization, Predictive analytics, Business operations"
Lead Data Scientist,Genpact,Bangalore/Bengaluru,5-10,"Data Science, Python, Mechine Learning, NLP, AI"
Lead Data Scientist,Groww,Bangalore/Bengaluru,5-8,"data science, Machine learning, Consulting, Manager Technology, Mentor, Deployment, Investment banking, Research"
Lead Data Scientist,Philips,Bangalore/Bengaluru,8-10,"Supply chain, Computer science, Automation, Coding, Analytical, Machine learning, Data mining, Robotics"
Lead Data Scientist,Freshworks,Bangalore/Bengaluru,5-8,"IT services, Computer science, NoSQL, Machine learning, Schema, Signal processing, Natural language processing, Customer engagement"
Senior Data Scientist,Truecaller,Bangalore/Bengaluru,2-5,"GCP, Analytical, Machine learning, SMS, Agile, Open source, Monitoring, SQL"
Senior Data Scientist,Truecaller,Bangalore/Bengaluru,5-10,"Product engineering, Talent acquisition, Neural networks, spark, Analytical, Machine learning, Open source, SQL"
Data Scientist / Data Analyst,Bloom Consulting Services,Bengaluru,6-11,"Computer science, SAS, Consulting, Data Analyst, Perl, Business solutions, Ruby, Performance improvement"
Senior Data Scientist,Gojek,Bangalore/Bengaluru,6-12,"Team management, Prototype, data science, Analytical, Machine learning, Agile, Customer engagement, Statistics"
Senior Data Scientist,Gojek,Bangalore/Bengaluru,10-15,"Unix, Product management, Computer science, Operations research, Simulation, Machine learning, Distribution system, Forecasting"
Senior Data Scientist,PayU,Bangalore/Bengaluru,3-7,"SAS, Social media, Analytical, Data collection, Predictive modeling, Data mining, Forecasting, Analytics"
Senior Data Scientist - Data Platform,Gojek,Bangalore/Bengaluru,6-12,"Quality improvement, GCP, Project management, Debugging, Cloud, Conceptualization, Subject Matter Expert, AWS"
Data Scientist / Analyst,open data fabric,Bangalore/Bengaluru,4-9,"Data Analytics, Power - BI, Data Science, Big Data Technologies, communication, SQL, Python, Git"
Senior Data Scientist,Gojek,Bangalore/Bengaluru,6-12,"deep learning, Prototype, data science, Analytical, Finance, Machine learning, Customer engagement, Financial services"
Senior Data Scientist,Gojek,Bangalore/Bengaluru,5-10,"Mining, Version control, GIT, data science, Analytical, Shell scripting, Machine learning, data visualization"
"Senior Data Scientist, Product Analytics",Atlassian,Bangalore/Bengaluru,5-9,"IT Skills, Python, Data Science, Tableau, Power BI, Service management, SAN, Instrumentation"
Senior Data Scientist,Atlassian,Bangalore/Bengaluru,4-8,"Power BI, Python, Tableau, R, SQL, IT Skills, Data Science, Billing"
"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai",ESS CEE HR SOLUTIONS,"Gurgaon/Gurugram, Chennai",5-10,"machine learning, Cloud, Python, predictive modelling, Logistic Regression, Factor Analysis, Regression Analysis, market scenerio"
AVP Data Scientist (credit and fraud risk models - BFSI),SSJ Solutions,Gurgaon/Gurugram,8-13,"Data Science, Credit Risk Modelling, Fraud Risk Assessment, Big Data Analytics, python, Hadoop Spark, Machine Learning, Fraud Analytics"
Data Scientist,Upman Placements Pvt Ltd,"Pune, Mumbai (All Areas)",5-10,"data analysis, data science, machine learning, artificial intelligence, text analytics, Java, deep learning, python"
Data Scientist,Vrinda Global Private Limited,Gurgaon/Gurugram,2-7,"data scientist, Data Analysis, data forecasting, Data Mining, Data modelling"
Urgent Opening For Data Scientist For Big4 Company,Orcapod Consulting Services Private Limited,"Mumbai, Pune",1-6,"R, Tableau, communication, modeling, C#, Python, Shiny, Java"
Data Scientist,Acme Services,Mumbai,5-8,"Data Science, Data Engineering, Big Data, Tableau, Data Analytics, Statistics, Scikit-Learn, Azure Devops"
Immediate requirement For Data Scientist,Orcapod Consulting Services Private Limited,Hyderabad/Secunderabad,4-6,"object - oriented programming, unit testing, written communication, Python, OOP, SQL, PySpark, git"
urgent requirement For data scientist,Orcapod Consulting Services Private Limited,Hyderabad/Secunderabad,4-6,"git, written communication, unit testing, object - oriented programming, OOP, PySpark, SQL, Python"
Staff Engineer Data Scientist,Infineon Technologies Pvt Ltd,Bangalore/Bengaluru,1-3,"Computer science, Text mining, Data analysis, Machine learning, Shell scripting, Oracle, Forecasting, IEEE"
